x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date
-0.562805,0.528809,-0.938156,1.215123,90539.972233,2001-01-01 19:08:59.972 -0600
-0.489655,0.544052,-0.932693,1.185610,90539.942448,2001-01-01 19:08:59.942 -0600
-0.461075,0.639130,-0.962616,1.244068,90539.912541,2001-01-01 19:08:59.913 -0600
-0.350418,0.718597,-0.923645,1.221595,90539.882756,2001-01-01 19:08:59.883 -0600
-0.270676,0.629837,-0.865616,1.104197,90539.852848,2001-01-01 19:08:59.853 -0600
-0.155655,0.682312,-0.799683,1.062671,90539.823077,2001-01-01 19:08:59.823 -0600
-0.042038,0.567154,-0.660614,0.871689,90539.793170,2001-01-01 19:08:59.793 -0600
-0.075043,0.592346,-0.730652,0.943588,90539.763385,2001-01-01 19:08:59.763 -0600
-0.076797,0.553375,-0.699326,0.895086,90539.733478,2001-01-01 19:08:59.733 -0600
-0.257614,0.548325,-0.776642,0.984986,90539.703693,2001-01-01 19:08:59.704 -0600
-0.290070,0.551529,-0.878860,1.077367,90539.673785,2001-01-01 19:08:59.674 -0600
-0.218643,0.563446,-0.819443,1.018215,90539.644000,2001-01-01 19:08:59.644 -0600
-0.307617,0.521912,-0.778870,0.986741,90539.614123,2001-01-01 19:08:59.614 -0600
-0.318665,0.522995,-0.848846,1.046714,90539.584338,2001-01-01 19:08:59.584 -0600
-0.186050,0.587448,-0.784439,0.997524,90539.554431,2001-01-01 19:08:59.554 -0600
-0.146759,0.519852,-0.706421,0.889278,90539.524646,2001-01-01 19:08:59.525 -0600
-0.155853,0.461624,-0.826309,0.959257,90539.494739,2001-01-01 19:08:59.495 -0600
-0.185242,0.510635,-0.790131,0.958838,90539.464954,2001-01-01 19:08:59.465 -0600
-0.198090,0.495728,-0.799515,0.961358,90539.435046,2001-01-01 19:08:59.435 -0600
-0.197296,0.484955,-0.831726,0.982790,90539.405261,2001-01-01 19:08:59.405 -0600
-0.223068,0.485626,-0.840576,0.996073,90539.375354,2001-01-01 19:08:59.375 -0600
-0.259827,0.501633,-0.850311,1.020869,90539.345569,2001-01-01 19:08:59.346 -0600
-0.289062,0.507721,-0.830887,1.015732,90539.315692,2001-01-01 19:08:59.316 -0600
-0.281372,0.577972,-0.819473,1.041518,90539.285907,2001-01-01 19:08:59.286 -0600
-0.100128,0.488708,-0.861374,0.995403,90539.255969,2001-01-01 19:08:59.256 -0600
0.009125,0.473938,-0.906219,1.022709,90539.226184,2001-01-01 19:08:59.226 -0600
-0.098053,0.453751,-0.923309,1.033443,90539.196307,2001-01-01 19:08:59.196 -0600
0.000977,0.521088,-0.845123,0.992858,90539.166522,2001-01-01 19:08:59.167 -0600
-0.077591,0.474396,-0.843979,0.971273,90539.136615,2001-01-01 19:08:59.137 -0600
-0.104385,0.529770,-0.799240,0.964540,90539.106830,2001-01-01 19:08:59.107 -0600
-0.293549,0.500626,-0.845337,1.025374,90539.076923,2001-01-01 19:08:59.077 -0600
-0.273621,0.545319,-0.813202,1.016631,90539.047137,2001-01-01 19:08:59.047 -0600
-0.435837,0.540451,-0.793594,1.054435,90539.017230,2001-01-01 19:08:59.017 -0600
-0.075058,0.521683,-0.855301,1.004652,90538.987475,2001-01-01 19:08:58.987 -0600
-0.140228,0.463028,-0.877411,1.001952,90538.957568,2001-01-01 19:08:58.958 -0600
-0.264175,0.490570,-0.905533,1.063220,90538.927783,2001-01-01 19:08:58.928 -0600
0.050293,0.458221,-0.872253,0.986571,90538.897906,2001-01-01 19:08:58.898 -0600
-0.029602,0.508820,-0.861328,1.000830,90538.868121,2001-01-01 19:08:58.868 -0600
-0.174057,0.459869,-0.837265,0.970973,90538.838264,2001-01-01 19:08:58.838 -0600
-0.151016,0.507462,-0.821960,0.977723,90538.808509,2001-01-01 19:08:58.809 -0600
-0.187500,0.443680,-0.885254,1.007811,90538.778602,2001-01-01 19:08:58.779 -0600
-0.350830,0.470856,-0.800995,0.993166,90538.748817,2001-01-01 19:08:58.749 -0600
-0.247009,0.538376,-0.763062,0.965984,90538.718910,2001-01-01 19:08:58.719 -0600
-0.296494,0.413055,-0.867401,1.005439,90538.689155,2001-01-01 19:08:58.689 -0600
-0.216248,0.444885,-0.865067,0.996507,90538.659248,2001-01-01 19:08:58.659 -0600
-0.232285,0.456543,-0.872360,1.011632,90538.629463,2001-01-01 19:08:58.629 -0600
-0.279816,0.553375,-0.803528,1.014977,90538.599586,2001-01-01 19:08:58.600 -0600
-0.277130,0.508926,-0.853226,1.031407,90538.569801,2001-01-01 19:08:58.570 -0600
-0.222168,0.436386,-0.832886,0.966173,90538.539894,2001-01-01 19:08:58.540 -0600
-0.257553,0.465393,-0.807480,0.966927,90538.510139,2001-01-01 19:08:58.510 -0600
-0.225937,0.467285,-0.872559,1.015264,90538.480232,2001-01-01 19:08:58.480 -0600
-0.281662,0.452621,-0.838257,0.993415,90538.450447,2001-01-01 19:08:58.450 -0600
-0.336426,0.462753,-0.852829,1.026957,90538.420569,2001-01-01 19:08:58.421 -0600
-0.243469,0.520676,-0.852127,1.027862,90538.390785,2001-01-01 19:08:58.391 -0600
-0.189896,0.443253,-0.839111,0.967802,90538.360878,2001-01-01 19:08:58.361 -0600
-0.233017,0.427490,-0.897217,1.020805,90538.331092,2001-01-01 19:08:58.331 -0600
-0.140228,0.389557,-0.927811,1.015998,90538.301216,2001-01-01 19:08:58.301 -0600
-0.260941,0.395447,-0.935577,1.048701,90538.271431,2001-01-01 19:08:58.271 -0600
-0.387161,0.389313,-0.828842,0.994202,90538.241554,2001-01-01 19:08:58.242 -0600
-0.352570,0.400879,-0.796967,0.959252,90538.211769,2001-01-01 19:08:58.212 -0600
-0.007233,0.376450,-0.875671,0.953188,90538.181861,2001-01-01 19:08:58.182 -0600
0.085144,0.629990,-0.970886,1.160498,90538.152076,2001-01-01 19:08:58.152 -0600
0.048676,0.283752,-0.954926,0.997380,90538.096351,2001-01-01 19:08:58.096 -0600
-0.213806,0.161957,-0.935730,0.973413,90538.066505,2001-01-01 19:08:58.067 -0600
-0.420670,0.330841,-0.920685,1.064932,90538.036750,2001-01-01 19:08:58.037 -0600
-0.240402,0.256958,-0.811707,0.884697,90538.006843,2001-01-01 19:08:58.007 -0600
0.037216,-0.275146,-0.719147,0.770884,90537.977088,2001-01-01 19:08:57.977 -0600
0.062469,0.076080,-0.788239,0.794362,90537.947181,2001-01-01 19:08:57.947 -0600
-0.143768,0.430817,-0.889847,0.999049,90537.917427,2001-01-01 19:08:57.917 -0600
-0.078232,0.582825,-0.881592,1.059721,90537.887519,2001-01-01 19:08:57.888 -0600
0.022369,0.490295,-0.911972,1.035656,90537.857765,2001-01-01 19:08:57.858 -0600
-0.124954,0.415726,-0.892273,0.992266,90537.827878,2001-01-01 19:08:57.828 -0600
-0.066086,0.424789,-0.923843,1.018970,90537.798092,2001-01-01 19:08:57.798 -0600
-0.182571,0.601334,-0.942444,1.132755,90537.768216,2001-01-01 19:08:57.768 -0600
0.028702,0.442673,-0.962097,1.059440,90537.738430,2001-01-01 19:08:57.738 -0600
-0.108093,0.335693,-0.943680,1.007425,90537.708554,2001-01-01 19:08:57.709 -0600
-0.150146,0.469727,-0.938354,1.060045,90537.678769,2001-01-01 19:08:57.679 -0600
-0.099380,0.309601,-0.962082,1.015545,90537.648892,2001-01-01 19:08:57.649 -0600
-0.202057,0.440460,-0.892731,1.015776,90537.619107,2001-01-01 19:08:57.619 -0600
-0.174973,0.322464,-0.916336,0.987051,90537.589230,2001-01-01 19:08:57.589 -0600
-0.147415,0.388626,-0.890030,0.982301,90537.559445,2001-01-01 19:08:57.559 -0600
-0.238846,0.532272,-0.925842,1.094324,90537.529538,2001-01-01 19:08:57.530 -0600
-0.187073,0.537704,-0.930389,1.090755,90537.499783,2001-01-01 19:08:57.500 -0600
-0.024139,0.346161,-0.893387,0.958410,90537.469876,2001-01-01 19:08:57.470 -0600
-0.008850,0.400894,-0.835693,0.926918,90537.440091,2001-01-01 19:08:57.440 -0600
-0.143127,0.555786,-0.806580,0.989926,90537.410214,2001-01-01 19:08:57.410 -0600
0.062881,0.352570,-0.936111,1.002279,90537.380429,2001-01-01 19:08:57.380 -0600
0.065414,0.395508,-0.920792,1.004272,90537.350522,2001-01-01 19:08:57.351 -0600
0.285812,0.423889,-0.926102,1.057845,90537.320736,2001-01-01 19:08:57.321 -0600
0.358185,0.292496,-0.988464,1.091289,90537.290860,2001-01-01 19:08:57.291 -0600
0.277954,0.227905,-0.892548,0.962206,90537.261075,2001-01-01 19:08:57.261 -0600
0.510300,0.342621,-0.896439,1.086921,90537.231167,2001-01-01 19:08:57.231 -0600
0.373367,0.306168,-0.842285,0.970869,90537.201413,2001-01-01 19:08:57.201 -0600
0.595840,0.454361,-0.936966,1.199740,90537.171505,2001-01-01 19:08:57.172 -0600
0.618225,0.622253,-0.857452,1.226632,90537.141720,2001-01-01 19:08:57.142 -0600
0.619415,0.257660,-0.923813,1.141707,90537.111844,2001-01-01 19:08:57.112 -0600
0.367126,0.197601,-0.877518,0.971527,90537.082058,2001-01-01 19:08:57.082 -0600
0.200775,0.259003,-0.886185,0.944837,90537.052151,2001-01-01 19:08:57.052 -0600
0.328995,0.225952,-0.794022,0.888686,90537.022366,2001-01-01 19:08:57.022 -0600
0.461823,0.143265,-0.801819,0.936332,90536.992489,2001-01-01 19:08:56.992 -0600
0.368546,0.450027,-0.825302,1.009690,90536.962704,2001-01-01 19:08:56.963 -0600
0.232849,0.297974,-0.796280,0.881515,90536.932827,2001-01-01 19:08:56.933 -0600
0.219223,0.236954,-0.824875,0.885790,90536.903042,2001-01-01 19:08:56.903 -0600
0.323654,0.287094,-0.823761,0.930461,90536.873135,2001-01-01 19:08:56.873 -0600
0.317413,0.163055,-0.781799,0.859388,90536.843350,2001-01-01 19:08:56.843 -0600
0.427948,0.266602,-0.933868,1.061285,90536.813500,2001-01-01 19:08:56.813 -0600
0.430130,0.318573,-0.909286,1.055132,90536.783715,2001-01-01 19:08:56.784 -0600
0.381668,0.192612,-0.815308,0.920596,90536.753838,2001-01-01 19:08:56.754 -0600
0.388000,0.240036,-0.891785,1.001719,90536.724053,2001-01-01 19:08:56.724 -0600
0.605942,0.180817,-0.791672,1.013215,90536.694146,2001-01-01 19:08:56.694 -0600
0.567154,0.248886,-0.869202,1.067295,90536.664391,2001-01-01 19:08:56.664 -0600
0.594101,0.230301,-0.930634,1.127862,90536.634484,2001-01-01 19:08:56.634 -0600
0.546875,0.036804,-0.838455,1.001715,90536.604729,2001-01-01 19:08:56.605 -0600
0.625656,0.306534,-0.863037,1.109163,90536.574822,2001-01-01 19:08:56.575 -0600
0.450607,0.206177,-0.930786,1.054476,90536.545068,2001-01-01 19:08:56.545 -0600
0.427628,0.181534,-0.773972,0.902691,90536.515160,2001-01-01 19:08:56.515 -0600
0.486679,0.154160,-0.874084,1.012248,90536.485406,2001-01-01 19:08:56.485 -0600
0.205994,-0.024521,-0.738495,0.767078,90536.455499,2001-01-01 19:08:56.455 -0600
0.545776,-0.019852,-0.748459,0.926529,90536.425713,2001-01-01 19:08:56.426 -0600
0.612762,-0.117767,-0.911346,1.104491,90536.395837,2001-01-01 19:08:56.396 -0600
0.662231,-0.065384,-0.677902,0.949935,90536.366051,2001-01-01 19:08:56.366 -0600
0.863434,-0.299377,-0.838913,1.240532,90536.336175,2001-01-01 19:08:56.336 -0600
0.626648,-0.328629,-0.754425,1.034331,90536.306390,2001-01-01 19:08:56.306 -0600
0.888809,-0.112991,-0.790909,1.195109,90536.276513,2001-01-01 19:08:56.277 -0600
0.726700,0.224503,-0.737854,1.059680,90536.246728,2001-01-01 19:08:56.247 -0600
0.784363,-0.199783,-0.688156,1.062402,90536.216851,2001-01-01 19:08:56.217 -0600
0.767639,-0.059509,-0.624908,0.991626,90536.187066,2001-01-01 19:08:56.187 -0600
0.718750,-0.154221,-0.792801,1.081165,90536.157189,2001-01-01 19:08:56.157 -0600
0.302948,-0.258057,-0.667252,0.776914,90536.127404,2001-01-01 19:08:56.127 -0600
0.541489,-0.026901,-0.582184,0.795532,90536.097497,2001-01-01 19:08:56.097 -0600
0.939362,-0.239807,-0.715561,1.204963,90536.067742,2001-01-01 19:08:56.068 -0600
0.986893,-0.056915,-0.890518,1.330496,90536.037835,2001-01-01 19:08:56.038 -0600
0.687714,-0.301926,-0.735703,1.051365,90536.008080,2001-01-01 19:08:56.008 -0600
0.683823,-0.462662,-0.328766,0.888682,90535.978173,2001-01-01 19:08:55.978 -0600
0.688797,-0.334732,-0.669189,1.017006,90535.948418,2001-01-01 19:08:55.948 -0600
0.916031,0.041061,-0.679092,1.141037,90535.918511,2001-01-01 19:08:55.919 -0600
0.892899,-0.739761,-0.317429,1.202196,90535.888726,2001-01-01 19:08:55.889 -0600
0.909088,-0.374710,-0.585449,1.144377,90535.858849,2001-01-01 19:08:55.859 -0600
0.851456,-0.177246,0.201996,0.892858,90535.829065,2001-01-01 19:08:55.829 -0600
1.161316,-0.705536,-0.672394,1.516097,90535.799188,2001-01-01 19:08:55.799 -0600
1.507523,-0.330002,-0.669678,1.682259,90535.769403,2001-01-01 19:08:55.769 -0600
1.153336,0.173950,-0.312729,1.207576,90535.739527,2001-01-01 19:08:55.740 -0600
0.663559,-0.156601,-0.407822,0.794451,90535.709741,2001-01-01 19:08:55.710 -0600
0.572067,-0.328842,-0.535019,0.849496,90535.679865,2001-01-01 19:08:55.680 -0600
0.630096,-0.278519,-0.681717,0.969191,90535.650080,2001-01-01 19:08:55.650 -0600
0.685593,-0.230865,-0.516327,0.888780,90535.620203,2001-01-01 19:08:55.620 -0600
0.569458,-0.245331,-0.899109,1.092184,90535.590418,2001-01-01 19:08:55.590 -0600
0.384720,-0.251038,-0.035995,0.460787,90535.560541,2001-01-01 19:08:55.561 -0600
0.697556,-0.262589,-0.845810,1.127356,90535.530756,2001-01-01 19:08:55.531 -0600
0.429672,-0.130447,-0.727844,0.855215,90535.500879,2001-01-01 19:08:55.501 -0600
0.356842,-0.261749,-0.891296,0.995117,90535.471125,2001-01-01 19:08:55.471 -0600
0.302872,-0.267929,-0.888000,0.975737,90535.441248,2001-01-01 19:08:55.441 -0600
0.306808,-0.476212,-0.785660,0.968592,90535.411463,2001-01-01 19:08:55.411 -0600
0.452667,-0.515381,-0.727707,1.000041,90535.381586,2001-01-01 19:08:55.382 -0600
0.505356,-0.377213,-0.828751,1.041394,90535.351801,2001-01-01 19:08:55.352 -0600
0.393967,-0.509598,-0.865891,1.079197,90535.321924,2001-01-01 19:08:55.322 -0600
0.060928,-0.470856,-0.847626,0.971538,90535.292139,2001-01-01 19:08:55.292 -0600
0.298264,-0.470795,-0.152039,0.577689,90535.262262,2001-01-01 19:08:55.262 -0600
0.366684,-1.205475,-1.468140,1.934699,90535.232477,2001-01-01 19:08:55.232 -0600
0.363770,-0.664581,-0.641479,0.992720,90535.202600,2001-01-01 19:08:55.203 -0600
0.115448,0.226807,-1.552597,1.573317,90535.172815,2001-01-01 19:08:55.173 -0600
0.472458,0.216965,-0.917862,1.054875,90535.142938,2001-01-01 19:08:55.143 -0600
0.478973,-0.262558,-0.904282,1.056446,90535.113184,2001-01-01 19:08:55.113 -0600
0.245132,-0.321579,-0.693909,0.803127,90535.083277,2001-01-01 19:08:55.083 -0600
0.330002,-0.329193,-0.510483,0.691276,90535.053522,2001-01-01 19:08:55.054 -0600
0.307541,-0.494034,-0.355301,0.681828,90535.023645,2001-01-01 19:08:55.024 -0600
0.279831,-0.922409,-0.333939,1.020127,90534.993860,2001-01-01 19:08:54.994 -0600
0.466461,-0.670349,-0.534760,0.976177,90534.963983,2001-01-01 19:08:54.964 -0600
0.312469,-0.378281,-0.691055,0.847520,90534.934198,2001-01-01 19:08:54.934 -0600
0.082062,-0.548492,-0.786163,0.962097,90534.904322,2001-01-01 19:08:54.904 -0600
-0.009552,-0.660477,-0.746201,0.996562,90534.874536,2001-01-01 19:08:54.875 -0600
0.612534,-0.905380,-1.130142,1.572302,90534.844660,2001-01-01 19:08:54.845 -0600
0.433243,-0.176773,-0.437820,0.640808,90534.814913,2001-01-01 19:08:54.815 -0600
0.111053,-0.313095,-0.885498,0.945763,90534.785036,2001-01-01 19:08:54.785 -0600
-0.180618,-0.481293,-1.027725,1.149123,90534.755251,2001-01-01 19:08:54.755 -0600
0.029922,-0.353027,-1.075607,1.132455,90534.722414,2001-01-01 19:08:54.722 -0600
0.279419,-0.296768,-0.757553,0.860252,90534.692568,2001-01-01 19:08:54.693 -0600
0.259811,-0.177765,-0.724823,0.790235,90534.662782,2001-01-01 19:08:54.663 -0600
0.389206,-0.590622,-1.207184,1.399146,90534.632906,2001-01-01 19:08:54.633 -0600
0.381882,-0.254684,-1.211914,1.295930,90534.603121,2001-01-01 19:08:54.603 -0600
0.290985,-0.377899,-0.587997,0.757114,90534.573244,2001-01-01 19:08:54.573 -0600
0.120010,-0.627396,-0.772110,1.002089,90534.543459,2001-01-01 19:08:54.543 -0600
0.223572,-0.374802,-0.709915,0.833331,90534.513582,2001-01-01 19:08:54.514 -0600
0.155792,-0.374268,-0.767120,0.867653,90534.483797,2001-01-01 19:08:54.484 -0600
0.235641,-0.426605,-0.949005,1.066832,90534.453920,2001-01-01 19:08:54.454 -0600
0.232651,-0.620056,-0.863373,1.088122,90534.424135,2001-01-01 19:08:54.424 -0600
0.143311,-0.678802,-1.062347,1.268815,90534.394258,2001-01-01 19:08:54.394 -0600
0.246902,-0.435913,-1.128830,1.235005,90534.364473,2001-01-01 19:08:54.364 -0600
0.130554,-0.218384,-0.985840,1.018143,90534.334596,2001-01-01 19:08:54.335 -0600
0.199356,-0.391525,-0.778549,0.893965,90534.304811,2001-01-01 19:08:54.305 -0600
-0.146347,-1.020447,-0.827591,1.321982,90534.274934,2001-01-01 19:08:54.275 -0600
-0.372543,-0.959076,-1.237228,1.609146,90534.245149,2001-01-01 19:08:54.245 -0600
0.431854,-0.707184,-0.665985,1.063082,90534.213289,2001-01-01 19:08:54.213 -0600
0.190399,-0.320526,-0.888458,0.963508,90534.182527,2001-01-01 19:08:54.183 -0600
0.220291,-0.170853,-0.776825,0.825334,90534.152651,2001-01-01 19:08:54.153 -0600
0.078094,-0.023560,-0.913864,0.917497,90534.122865,2001-01-01 19:08:54.123 -0600
0.078568,-0.013458,-0.709473,0.713937,90534.092989,2001-01-01 19:08:54.093 -0600
0.152756,-0.526138,-0.752670,0.930950,90534.063204,2001-01-01 19:08:54.063 -0600
0.149063,-0.389694,-0.801605,0.903688,90534.033357,2001-01-01 19:08:54.033 -0600
0.144623,-0.351746,-0.849365,0.930625,90534.003572,2001-01-01 19:08:54.004 -0600
0.009354,-0.429718,-0.839035,0.942722,90533.973695,2001-01-01 19:08:53.974 -0600
0.178070,-0.512848,-0.847885,1.006792,90533.943941,2001-01-01 19:08:53.944 -0600
0.110672,-0.282242,-1.099976,1.140989,90533.911073,2001-01-01 19:08:53.911 -0600
-0.101990,-0.319778,-0.883316,0.944938,90533.881258,2001-01-01 19:08:53.881 -0600
0.040558,-0.788300,-1.134369,1.381975,90533.851442,2001-01-01 19:08:53.851 -0600
0.099258,-0.709351,-0.921631,1.167233,90533.821600,2001-01-01 19:08:53.822 -0600
0.002365,0.034515,-0.652588,0.653504,90533.791784,2001-01-01 19:08:53.792 -0600
-0.106125,-0.009140,-0.864258,0.870797,90533.761969,2001-01-01 19:08:53.762 -0600
0.099945,-0.272583,-0.999756,1.041058,90533.732153,2001-01-01 19:08:53.732 -0600
0.135620,-0.399139,-0.901871,0.995528,90533.702307,2001-01-01 19:08:53.702 -0600
0.121307,-0.351761,-0.835464,0.914578,90533.672491,2001-01-01 19:08:53.672 -0600
0.090927,-0.452759,-0.846100,0.963921,90533.642675,2001-01-01 19:08:53.643 -0600
0.051712,-0.603226,-0.978104,1.150323,90533.612860,2001-01-01 19:08:53.613 -0600
0.039398,-0.480667,-0.867645,0.992674,90533.583044,2001-01-01 19:08:53.583 -0600
0.093124,-0.448700,-0.897369,1.007609,90533.553198,2001-01-01 19:08:53.553 -0600
0.033859,-0.457092,-0.899994,1.009985,90533.523382,2001-01-01 19:08:53.523 -0600
0.056427,-0.471786,-0.963684,1.074455,90533.493566,2001-01-01 19:08:53.494 -0600
0.005569,-0.346741,-0.928894,0.991516,90533.463751,2001-01-01 19:08:53.464 -0600
0.100464,-0.255356,-0.902100,0.942912,90533.433905,2001-01-01 19:08:53.434 -0600
-0.019196,-0.287964,-0.891220,0.936784,90533.404089,2001-01-01 19:08:53.404 -0600
0.018097,-0.279160,-0.914001,0.955854,90533.374273,2001-01-01 19:08:53.374 -0600
0.275208,-0.192856,-0.574661,0.665709,90533.344458,2001-01-01 19:08:53.344 -0600
-0.007233,-0.185791,-1.045151,1.061561,90533.314642,2001-01-01 19:08:53.315 -0600
-0.067535,-0.147476,-0.815399,0.831376,90533.284796,2001-01-01 19:08:53.285 -0600
-0.075302,-0.427017,-0.891556,0.991406,90533.254980,2001-01-01 19:08:53.255 -0600
0.124115,-0.633575,-1.122253,1.294710,90533.225164,2001-01-01 19:08:53.225 -0600
-0.220184,-0.429138,-1.000458,1.110656,90533.195349,2001-01-01 19:08:53.195 -0600
0.023895,-0.244766,-0.907654,0.940381,90533.165533,2001-01-01 19:08:53.166 -0600
0.034698,-0.250885,-0.940247,0.973761,90533.135687,2001-01-01 19:08:53.136 -0600
0.002975,-0.277267,-0.940308,0.980339,90533.105871,2001-01-01 19:08:53.106 -0600
-0.023560,-0.327667,-1.019394,1.071020,90533.076055,2001-01-01 19:08:53.076 -0600
-0.001022,-0.351089,-1.054001,1.110938,90533.046240,2001-01-01 19:08:53.046 -0600
-0.010101,-0.316559,-0.948685,1.000157,90533.016424,2001-01-01 19:08:53.016 -0600
-0.012299,-0.308228,-0.922836,0.973027,90532.986608,2001-01-01 19:08:52.987 -0600
-0.030289,-0.341965,-0.954224,1.014101,90532.956793,2001-01-01 19:08:52.957 -0600
-0.028290,-0.331161,-0.908813,0.967683,90532.926947,2001-01-01 19:08:52.927 -0600
-0.018051,-0.330490,-0.958511,1.014048,90532.897131,2001-01-01 19:08:52.897 -0600
-0.056534,-0.329056,-0.940643,0.998140,90532.867315,2001-01-01 19:08:52.867 -0600
-0.039536,-0.335892,-0.958008,1.015955,90532.837500,2001-01-01 19:08:52.837 -0600
-0.031464,-0.349045,-0.958618,1.020672,90532.807707,2001-01-01 19:08:52.808 -0600
-0.053024,-0.349945,-0.899292,0.966436,90532.777861,2001-01-01 19:08:52.778 -0600
-0.024841,-0.342377,-0.912399,0.974839,90532.748045,2001-01-01 19:08:52.748 -0600
-0.039139,-0.344925,-0.973618,1.033652,90532.718229,2001-01-01 19:08:52.718 -0600
-0.032822,-0.324356,-0.919861,0.975924,90532.688414,2001-01-01 19:08:52.688 -0600
-0.042038,-0.327301,-0.925339,0.982418,90532.658598,2001-01-01 19:08:52.659 -0600
-0.033752,-0.335861,-0.950378,1.008544,90532.628782,2001-01-01 19:08:52.629 -0600
-0.028122,-0.332642,-0.926880,0.985164,90532.598936,2001-01-01 19:08:52.599 -0600
-0.059006,-0.334900,-0.937241,0.997025,90532.569120,2001-01-01 19:08:52.569 -0600
-0.026306,-0.329727,-0.936874,0.993552,90532.539305,2001-01-01 19:08:52.539 -0600
-0.036179,-0.347534,-0.924988,0.988783,90532.509489,2001-01-01 19:08:52.509 -0600
-0.005722,-0.344101,-0.945633,1.006310,90532.479673,2001-01-01 19:08:52.480 -0600
-0.040207,-0.352234,-0.963852,1.026984,90532.449858,2001-01-01 19:08:52.450 -0600
-0.048508,-0.338837,-0.963486,1.022481,90532.420042,2001-01-01 19:08:52.420 -0600
-0.012787,-0.335785,-0.922531,0.981824,90532.390226,2001-01-01 19:08:52.390 -0600
-0.018707,-0.350891,-0.914764,0.979933,90532.360380,2001-01-01 19:08:52.360 -0600
-0.038651,-0.358261,-0.923035,0.990877,90532.330565,2001-01-01 19:08:52.331 -0600
-0.050354,-0.354858,-0.923172,0.990306,90532.300749,2001-01-01 19:08:52.301 -0600
-0.051880,-0.351974,-0.942734,1.007633,90532.270933,2001-01-01 19:08:52.271 -0600
-0.064941,-0.359528,-0.929443,0.998670,90532.241117,2001-01-01 19:08:52.241 -0600
-0.035507,-0.367264,-0.919556,0.990821,90532.211302,2001-01-01 19:08:52.211 -0600
-0.068314,-0.382950,-0.932602,1.010477,90532.181486,2001-01-01 19:08:52.181 -0600
-0.052795,-0.367050,-0.923660,0.995320,90532.151670,2001-01-01 19:08:52.152 -0600
-0.054123,-0.360260,-0.937866,1.006136,90532.121824,2001-01-01 19:08:52.122 -0600
-0.046829,-0.350983,-0.935349,1.000129,90532.092009,2001-01-01 19:08:52.092 -0600
-0.027878,-0.334641,-0.951538,1.009052,90532.062193,2001-01-01 19:08:52.062 -0600
-0.032272,-0.323914,-0.951126,1.005287,90532.032377,2001-01-01 19:08:52.032 -0600
-0.011093,-0.297058,-0.947021,0.992581,90532.002562,2001-01-01 19:08:52.003 -0600
-0.047043,-0.286621,-0.938187,0.982120,90531.972746,2001-01-01 19:08:51.973 -0600
-0.092728,-0.311264,-0.907410,0.963782,90531.942930,2001-01-01 19:08:51.943 -0600
-0.037277,-0.339096,-0.836365,0.903262,90531.913084,2001-01-01 19:08:51.913 -0600
-0.033981,-0.363403,-0.798660,0.878109,90531.883268,2001-01-01 19:08:51.883 -0600
